Question,labels
NO OKAY SO WHAT DID YOU DO AFTER THAT,2
LET ME CHECK SO YOU'VE GOT THE ART MONITOR JOB AFTER SCHOOL AND MR MATTHEWS FOLLOWS YOU AND THEN THAT'S WHEN HE FOLLOWS YOU INTO THE CUPBOARD AND MAKES YOU PLAY THE YUCKY GAMES AND WHEN YOU PLAY THE YUCKY GAMES IT'S ALWAYS MR MATTHEWS' TURN TO GO FIRST AND HE PULLS HIS PANTS DOWN AND YOU SEE HIS DOODLE AND THEN YOU PULL YOUR PANTS DOWN AND HE SEES YOUR WEE-WEE IS THAT RIGHT,2
NO DO YOU WANT TO TELL ME WHAT HAPPENED AFTER THAT YOU WENT AND PLAYED OUT ON THE PLAYGROUND,2
WHEREABOUTS,2
: OKAY AND WERE YOU AT SCHOOL THE DAY THAT CALLUM WAS LOOKING AFTER YOU,2
OKAY AND DID JANET SEE POP TOUCH YOUR PRIVATES,2
OKAY OKAY AND HOW DOES THAT MAKE YOU FEEL,2
: OKAY TELL ME MORE ABOUT THE BAD MAN,1
YEAH OKAY SO CALLUM HIT YOU DO YOU KNOW HOW MANY TIMES HE HIT YOU,2
A LOT WOW YOU'RE LUCKY SO WHO GOES TO THE PARK WITH YOU,2
: DID CALLUM SAY ANYTHING TO YOU WHILE HE WAS HITTING YOU WITH THE BIG STICK,2
HAVE YOU SEEN UNCLE GEORGE SINCE THEN,2
OKAY AND THE TIME YOU'VE JUST TALKED ABOUT WAS THAT THE LAST TIME IT HAPPENED OR ANOTHER TIME,2
DIDN'T WANT TO GET STUCK INSIDE YEAH WHAT HAPPENED THEN,1
OKAY SO TELL ME WHAT BEN DID WITH HIS HAND ON YOUR PEE-PEE JUST GIVE ME A LITTLE BIT MORE DETAIL THAN WHAT YOU JUST TOLD ME,1
OKAY SO TELL ME WHO ELSE YOU LIVE WITH,2
: NO AND CAN YOU TELL ME MORE ABOUT WHAT HE WAS DOING WHEN HE WAS TELLING YOU TO BE QUIET,2
WHAT HAPPENED AFTER HE DID THAT,1
CAN YOU TELL ME ANYTHING ABOUT WHAT HAPPENED WHEN YOU WERE AT JANET'S HOUSE LAST TIME,2
OKAY WHAT CAN YOU TELL ME ABOUT THE RUDE THING,2
OKAY AND WHAT HAPPENS WHEN YOU GO INSIDE,2
WHAT DID IT LOOK LIKE,2
YEAH CAN YOU HAVE A BIG THINK ABOUT IT AND TELL ME EVERYTHING THAT HAPPENED WHEN DAD PUSHED YOU,1
YEAH AND DID YOU TELL HIM TO STOP,2
HI ISABELLE CAN YOU TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,2
OKAY AND I WANT TO KNOW MORE ABOUT THAT PART BUT JUST BEFORE YOU TELL ME EVERYTHING ABOUT THAT PART BEFORE YOU GO INTO THE TUNNEL WHAT'S THE THING THAT HAPPENS BEFORE YOU GO INTO THE TUNNEL,1
HAS IT HAPPENED ANY OTHER TIMES,2
AND WHEN DO YOU WHEN DOES THIS USUALLY HAPPEN,2
AND WHERE WAS SAM WHEN YOU WENT BACK OUT TO THE MONKEY BARS,2
AND WHAT HAPPENED THEN,1
CAN YOU TELL ME ABOUT HIS DIRTY SPOT,2
OKAY TELL ME WHAT HAPPENED WHEN THE LADY CAME IN,1
AND WHEN YOU LEAVE THE CUPBOARD HAS THERE EVER BEEN ANYONE ELSE IN THE ART ROOM WHEN YOU LEAVE,2
WHAT TUNNEL IS THAT,2
TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY ISABELLE,0
TELL ME MORE ABOUT THAT ISABELLE,1
I: WHERE HAD THEY GONE WHEN THEY WENT OUT,2
YEAH START FROM THE BEGINNING AND TELL ME ALL ABOUT IT,1
CAN YOU TELL ME WHERE YOUR KNICKERS WERE,2
WHO'S CALLUM,2
OKAY TELL ME WHAT HAPPENED THE LAST TIME YOU SAW YOUR UNCLE,1
: CAN YOU TELL ME HOW LONG,2
: HM-HM WHAT ELSE HAPPENED,1
YEAH AND WHAT WERE YOU DOING AT SCHOOL ON WEDNESDAY,2
YEAH OKAY CAN YOU DO THAT FOR ME NOW,2
: OKAY WHAT ELSE HAPPENED,2
HM-HM AND THEN WHAT HAPPENED,1
HM-HM WHAT HAPPENED NEXT,1
OKAY CAN YOU REMEMBER CAN YOU REMEMBER ANYTHING SPECIFIC ABOUT THE MAN APART FROM THE FACT THAT HE WAS WEARING A GREEN JACKET,2
YOU WAITED WITH HARRY WHERE WERE YOU WAITING,2
WHAT OTHER NAMES DO YOU KNOW FOR THAT WORD,2
WHAT DO YOU SAY TO STEPHEN WHEN HE PLAYS THE TICKLING GAME TO YOU AND YOU DON'T LIKE IT,2
HM-HM SO TELL ME MORE ABOUT THE SHOW AND TELL DARE HOW MANY TIMES HAVE YOU DONE THAT,2
OKAY SO TELL ME EVERYTHING ABOUT THE TICKLING GAME,1
HM-HM OKAY TELL ME MORE ABOUT THE PART WHERE HE PLAYED MR TICKLES,1
OKAY AND WHEN YOU SAY YOUR PRIVATE WHAT DO YOU MEAN BY THAT,2
WHERE WAS YOUR MUM,2
OKAY AND HOW HAS HE DONE THAT,2
OKAY AND I THINK I KNOW WHAT YOU MEAN WHEN YOU SAY WILLY BUT CAN YOU TELL ME WHICH PART OF THE BODY THE WILLY IS,2
HE'S 12 AND WHEN YOU SAY HE LIVES NEXT DOOR TO YOU WHAT NUMBER IS NEXT DOOR,2
LOTS OF TIMES WHEN WAS THE LAST TIME YOU PLAYED THAT GAME,2
WHAT DOES HE SAY,2
OKAY AND WHAT DO YOU DO IN HIDE AND SEEK,2
AND DID UNCLE GEORGE SAY ANYTHING WHEN THAT HAPPENED,2
OKAY SO WHAT HAPPENED AFTER DAD DID THAT,1
THAT'S OKAY IF YOU DON'T KNOW SOMETHING THAT'S OKAY DO YOU REMEMBER WHAT DAY IT WAS WHEN THIS HAPPENED,2
I: WHAT PART OF HIS BODY DID HE USE,2
YEAH OKAY I WASN'T THERE ALAN SO ARE YOU ABLE TO TELL ME A LITTLE BIT ABOUT WHAT HAPPENED,2
BEHIND THE SHED OKAY AND WHY WERE YOU BEHIND THE SHED,2
DO YOU KNOW WHICH HAND HE USES,2
YEAH WHAT WOULD YOU LIKE TO TELL ME,2
OKAY AND CAN YOU TELL ME EVERYTHING FROM THE START TO THE FINISH ABOUT WHEN HE TICKLES YOU ON THE MINI,2
UNDIES OKAY WHAT DO YOU MEAN BY WINI BECAUSE PEOPLE USE DIFFERENT NAMES FOR DIFFERENT PARTS OF THEIR BODY WHAT DO YOU MEAN WITH YOU WINI,2
HM-HM AND WHAT ELSE HAPPENED,1
OKAY TELL ME ABOUT THE DANCE THAT YOU DO,1
WHO ELSE IS THERE,2
AND THEN WHAT HAPPENED,1
HE DIDN'T AND WHAT WERE YOU DOING WHEN HE TOUCHED YOU,2
AND THEN THE SECOND TIME HE CAME IN AND HE JUMPED INTO BED WITH YOU,2
OKAY AND THEN WHAT HAPPENED,1
OKAY AND DID KEVIN SAY ANYTHING TO YOU,2
NO OKAY SO IT'S JUST THE MR TICKLE GAME THAT YOU DON'T LIKE,2
DID HE SAY ANYTHING TO YOU,2
OKAY TELL ME WHEN WHEN HE WAS TOUCHING YOUR PEE-PEE DID YOU TRY AND MOVE OR WERE YOU TRYING TO MOVE OR,2
NO WHAT DID HE SAY,2
DID YOU TELL ANYONE ABOUT WHAT HAPPENED WITH CALLUM,2
ABOUT JANET'S HOUSE TELL ME ABOUT JANET'S HOUSE,1
HM-HM WHAT HAPPENED BEFORE HE STARTED BEING NASTY TO YOU,2
OKAY SO YOU SAID TO ME BEFORE THAT HE GOES FIRST CAN YOU JUST TELL ME A BIT MORE ABOUT THAT,2
WAS ANYONE ELSE AROUND AT THE TIME,2
MORE THAN ONE TIME OKAY AND DO YOU REMEMBER THE LAST TIME IT HAPPENED,2
YEAH HOW LONG AGO,2
IT WAS AFTER SCHOOL OKAY AND IF YOU THINK REALLY HARD ALAN ABOUT THAT DAY WHEN THIS HAPPENED DO YOU REMEMBER WHAT YOU WERE DOING AT SCHOOL ON THAT DAY,2
YEAH SO WAS THAT WHO ELSE WAS AT HOME WHEN YOU GOT HOME,2
OKAY SO ARE YOU WEARING PANTS OR UNDERPANTS OR ANYTHING ELSE UNDER YOUR DRESS,2
YEAH CAN YOU THINK OF SOME OF THE DIFFERENT RULES,2
SQUEEZED HIS FINGERS ON YOUR WILLY AND WHAT ELSE HAPPENED,1
WHAT WERE YOU WEARING THAT DAY,2
HOW DID IT LOOK,2
HM-HM WHAT HAPPENED THEN,1
THE FIRST TIME OKAY AND WHAT HAPPENED WHEN POP PUT HIS HAND ON YOUR PRIVATES WHAT DID IT FEEL LIKE,2
OKAY TELL ME ABOUT CALLUM,1
: TELL ME MORE ABOUT MUMMY GET ANGRY,1
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
OKAY WHICH CHAIR DID YOU LAND ON,2
HOW MANY TIMES HAVE YOU SEEN THIS MAN BEFORE,2
WHEN WAS IT THAT THE FIRST TIME HAPPENED,2
: HM HM-HM TELL ME ABOUT WHAT YOU DO AT THE PARK WITH YOUR BROTHER,1
HM AND THEN WHAT HAPPENED,1
TELL ME MORE ABOUT THE PART WHEN YOU WERE SCARED TO GO OUTSIDE,1
OH THAT'S NOT VERY NICE IS IT,2
A LONG TIME OKAY AND DID HE HELP YOU WIPE,2
OKAY SO THE TOILETS AT SCHOOL HOW MANY TOILETS ARE THERE AT SCHOOL THAT YOU USE,2
YEAH AND OKAY SO TELL ME SO TELL ME WHAT BEN WHAT GAME BEN WANTED YOU TO PLAY,2
ABOUT YOUR BROTHER I HEARD SOMETHING BAD HAPPENED TO YOU WHEN YOU WERE WITH YOUR BROTHER DID SOMETHING BAD HAPPEN TO YOU WHEN YOU WERE WITH YOUR BROTHER,3
AND TELL ME ABOUT HOW YOU FELT THIS HAPPENS WITH THE TEMPERATURE STICK,2
: CAN YOU TELL ME EVERYTHING THAT YOU REMEMBER ABOUT THE BAD MAN IN THE TOILET AT KMART,2
THE OUTSIDE OKAY SO WHAT'S HAPPENED AFTER THAT,1
YEAH SO TELL ME MORE ABOUT YOUR STEPDAD,1
OKAY CAN YOU TELL ME MORE ABOUT THE GAME FOR THE BIG BOY,2
YOU HAVEN'T SEEN IT,2
AND WHAT ELSE HAPPENED ON THAT DAY,1
OKAY SO HOW MANY PEOPLE WERE IN THE CUBICLE WITH YOU,2
CAN YOU DESCRIBE THE RUDE PEOPLE,2
HM-HM AND WHAT ELSE HAPPENED,1
YOU WERE HAVING A BATH,2
DOES HIS PRIVATE PART HAVE ANOTHER NAME OR DO YOU KNOW IT BY ANY OTHER NAME,2
WHAT WERE YOU IN TROUBLE FOR DO YOU KNOW,2
CAN YOU TELL ME WHAT YOU'RE HERE TO TALK TO ME ABOUT,2
OKAY CAN YOU TELL ME ALL ABOUT THE PART WHERE YOU MET THE BAD MAN,2
: ONE TIME OKAY SO HE SAID YOU HAD TO GO ON YOUR KNEES AND HE PUT THE STICK IN YOUR BOTTOM TELL ME MORE ABOUT THE PART WHERE HE PUT THE STICK IN YOUR BOTTOM,1
HM-HM WHAT KIND OF DOCTOR IS HE,2
OKAY HAVE YOU TOLD ANYONE ELSE ABOUT WHAT HAPPENED,3
OKAY AND WHERE WAS MARK WHEN HE TOLD YOU TO GO TO YOUR ROOM,2
TELL ME MORE ABOUT THE STICK,1
OKAY SO WHAT OTHER ACTIONS HAVE HAPPENED IN THERE HAS THERE BEEN ANYTHING ELSE OR IS THAT HOW DOES THE GAME FINISH,2
OKAY YOU DON'T WANT TO GO ANYMORE WHY DON'T YOU WANT TO GO ANYMORE,2
OH OKAY YEAH CAN YOU REMEMBER HOW MANY TIMES,2
WAS THERE ANYTHING SPECIAL ABOUT THAT DAY,2
YEAH OKAY ALL RIGHT JUST TEL ME MORE ABOUT SHOW AND TELL THEN BECAUSE YOU SAID ABOUT SHOW AND TELL TELL ME IN AS MUCH DETAIL AS YOU CAN ABOUT SHOW AND TELL,1
AND NOW YOU SAID THIS HAPPENED YOU'D GONE TO SLEEP AND IT WAS YOU WERE IN HIS BEDROOM IN THE NIGHT WAS THERE ANYBODY ELSE IN THE HOUSE,2
TELL ME MORE ABOUT THE PART WHERE HE TOUCHED YOUR DOODLE,1
WHAT ELSE HAPPENED,1
TELL ME MORE ABOUT WHAT HE DOES WHEN HE'S TICKLING YOU,1
ON TOP OF WHAT,2
NO SO THAT'S HAPPENED A FEW TIMES,2
IAN WENT IN AND WHERE DID YOU GO,2
DON'T KNOW WHAT DID YOU HAVE FOR DINNER,2
YEAH YEAH TELL ME EVERYTHING THAT HAPPENED WITH UNCLE GEORGE START FROM THE BEGINNING,0
TELL ME MORE ABOUT THE STUFF HE WAS DOING,1
YEAH IS THAT A PART ON YOUR BODY,2
SO YOU PLAYED MERMAIDS BARBIES AND THE TICKLING GAME IS THAT RIGHT,2
HOW MANY,2
YOU STARTED CRYING AND WHAT HAPPENED NEXT,1
DO YOU KNOW WHY YOU ARE HERE,2
OKAY AND WHAT DID YOU SAY,2
OKAY SO HE'S HAD HIS PANTS DOWN AND IT WAS OUT WHAT ELSE,1
TELL ME EVERYTHING ABOUT THE BAD THING THAT HAPPENED WITH YOUR BROTHER I WANT TO KNOW ALL ABOUT IT,1
OKAY THAT'S OKAY I HEARD YOU TOLD YOUR MUM THAT YOU DON'T LIKE GOING TO THE PARK ANYMORE DID YOU TELL YOUR MUM YOU DON'T LIKE GOING TO THE PARK ANYMORE,3
AND WHAT HAPPENED AFTER YOU TOLD YOUR MUM,1
: WHERE DID YOU GET THOSE MARKS FROM,2
OKAY IS MUM A GOOD COOK,3
HM-HM AND THEN WHAT,1
SO CAN YOU TELL ME WHERE THIS HAPPENED,2
: WHEN DID YOU TELL HER WHAT HAPPENED,2
IN THE BATHROOM AND SO WHERE WAS THIS TOILET,2
OKAY TELL ME MORE,1
YEAH OKAY SO THOSE TWO BOYS THEY WERE LAUGHING WERE THEY DOING ANYTHING ELSE,2
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
I: OKAY EXCELLENT OKAY AND IS THERE ANYTHING ELSE THAT YOU CAN TELL ME ABOUT THAT TIME AT THE PARK,3
JACK OKAY HAVE YOU BEEN PLAYING HIDE AND SEEK WITH JACK,2
OKAY THA'S OKAY WHO ELSE WAS IN THE PARK WITH YOU AND JOHNNY,2
: TELL ME WHAT HAPPENED AFTER YOU LEFT SCHOOL THAT DAY,2
OKAY AND CAN YOU REMEMBER ANYTHING THAT WAS HAPPENING WHEN YOU HAD BREAKFAST ANYTHING THAT WAS ON TV OR,2
OKAY DID YOU TALK TO MARK AT ALL ABOUT THE MARKS AFTERWARDS,2
NOW TELL ME ABOUT THAT,1
CAN YOU TELL ME OR TELL ME WHEN IN THE DAY THIS WAS,2
OKAY AND YOU SAID THAT SO YOU SAID EARLIER THAT YOU HAD TO THAT HARRY AND IAN ALSO WENT INTO THE CUBICLE TELL ME ABOUT THAT,1
: WHO ELSE WAS IN THE TOILET,2
NO AND WAS THIS THE FIRST TIME,2
OKAY AND EXPLAIN TO ME WHEN YOU SAY YOUR BOTTOM DO YOU MEAN CAN YOU GIVE ME MORE INFORMATION ABOUT THAT,2
HM CAN YOU TELL ME ABOUT THAT,2
YOUR TEACHER WHAT'S HIS NAME,2
WHAT DON'T YOU LIKE ABOUT THE TICKLING GAME,2
NO SO IAN WENT IN AND HE WAS IN THERE FOR A LITTLE BIT,3
OKAY AND DO YOU KNOW WHAT JACK WAS WEARING,2
OKAY YEAH SO YOU MADE SOME FAIRY BREAD AND DID JANET'S GRANDFATHER COME IN OR WHERE WAS HE,2
OKAY SO WHAT HAPPENED WHEN HE TICKLED ON TOP OF YOUR PRIVATES,2
YEAH OKAY HAS THIS SPECIAL GAME OF HIDE AND SEEK HAPPEN JUST ONCE OR MORE THAN ONCE,2
OKAY YOU SAID TO ME THAT DAD WAS ANGRY AND SAID SOME NASTY THINGS WHAT WERE THE NASTY THINGS THAT HE SAID,2
OKAY AND I KNOW THIS MIGHT BE REALLY REALLY DIFFICULT BUT WHEN WE SPOKE ABOUT THE BED AND WITH CALLUM AND THAT HE PUT SOMETHING IN YOUR BOTTOM IS THAT RIGHT,2
: BROWN LONG HAIR AND A GREEN COAT DO YOU REMEMBER ANYTHING ELSE ABOUT HIM,2
HM-HM SO WHAT HAPPENED WHEN DANIEL STARTED CRYING,2
CLOSED OKAY SO COULD YOU HEAR HARRY AND IAN COULD YOU SEE THEM,2
NO AND WHAT HAPPENED,2
WHAT DID HE SAY,2
OKAY SO TELL ME WHAT HAPPENED WHEN HE TOLD YOU TO GO TO SLEEP,1
AND HOW MANY TIMES DID YOU PLAY HIDE AND SEEK WITH JACK ON THAT DAY,2
HOW COME,2
: HM-HM HOW DO YOU GET REALLY HIGH,2
THAT'S OKAY SO WHAT HAPPENED WHEN HE WAS JUMPING ON THE MATTRESS AND WHAT WAS YOU DOING AT THAT TIME,2
OKAY AND WHAT HAPPENED THEN,1
: NO OKAY THANKS ISABELLE FOR TELLING ME FOR ANSWERING MY QUESTIONS I JUST WANT TO MAKE SURE THAT YOU KNOW WHO YOU CAN TALK TO IF YOU'RE NOT FEELING SAFE WHO CAN YOU TALK TO WHEN YOU'RE NOT FEELING SAFE,2
OKAY DID HE TELL YOU TO GO TO YOUR ROOM BECAUSE OF THE CONTROL,3
OKAY AND WHAT DID MUM SAY,2
YES AND THEN WHAT HAPPENED NEXT,1
NO WAS CALLUM THERE,2
OKAY TELL ME WHAT HAPPENED,2
HM-HM HM-HM OKAY SO I JUST WANT TO CHECK I'VE GOT THIS RIGHT ALAN SO JACK HAS SAID THAT HE WANTED TO TOUCH YOU ON THAT HE HAD TO TOUCH YOU ON THE WILLY AND TOUCHED YOU ON THE WILLY,2
AH CAN YOU TELL ME MORE ABOUT DAD GETTING ANGRY,2
WHAT HAPPENED WHEN HE GOT THE STICK AND WAS HURTING YOUR BACK,2
HM-HM SO TELL ME MORE ABOUT WHAT HAPPENED WHEN YOU WENT TO CALLUM'S HOUSE FOR A SLEEPOVER,1
YEAH SO I'M GOING TO LEAVE THE ROOM NOW ALL RIGHT AND I'M JUST GOING TO GO AND SPEAK TO SOMEONE REALLY QUICKLY AND THEN I'LL COME BACK TO YOU DOES THAT SOUND OKAY WOULD YOU LIKE ME TO LEAVE THE DOOR OPEN OR CLOSED,2
WHO IS DANIEL,2
SO TELL ME MORE ABOUT THE PART WHERE YOUR COUSIN WAS HURTING YOU,1
YES THANKS THE OTHER QUESTION FOR THE LAST ONE WAS ARE YOU ANGRY BECAUSE HE TOUCHED YOU,2
NO AND WHAT ABOUT THE NEXT TIME,2
HM-HM AND THEN WHAT HAPPENED,1
WHO TOLD YOU THAT,2
WHEN WAS THE FIRST TIME SOMETHING LIKE THIS HAPPENED WITH CALLUM,2
THE STICK YEAH,2
SO MR MATTHEWS JUST LOOKS AT YOU,2
HM-HM WHO IS IN YOUR FAMILY,1
NO ARE THERE DIFFERENT RULES ON OTHER TIMES,2
OKAY ALL RIGHT WHAT HAPPENED THEN,1
OKAY AND SO BEN WAS TOUCHING YOUR PEE-PEE,2
TELL ME WHAT HE USES HIS PRIVATE PARTS FOR,2
WHEREABOUTS,2
HE'S SEVEN IS HE OKAY AND YOU'RE SIX AREN'T YOU,3
I: HM-HM OKAY WHAT UNDIES WERE YOU WEARING AND WHAT PANTS WERE YOU WEARING,2
WHAT ELSE HAPPENED,1
OKAY IS THERE ANYTHING ELSE THAT YOU CAN TELL ME JESSICA ABOUT THAT TIME IN THE TOILETS,2
ALL RIGHT SO IS THERE ANYTHING ELSE THAT YOU WOULD LIKE TO THAT YOU NEED TO TELL ME,2
ONE TIME OKAY AND HAS JANET EVER TOLD YOU ABOUT POP TOUCHING PRIVATES,2
HM-HM AND WHAT DID THEY SAY,2
TELL ME HOW YOU KNOW BEN,2
AND ISABELLE WHEN YOU TOLD ME THAT THIS HAPPENED IN THE TUNNEL CAN YOU TELL ME WHEREABOUTS THE TUNNEL IS AT THE PARK,2
RIGHT SO WHAT HAPPENED,1
OKAY WHO WERE THEY,2
REALLY OKAY WHAT WAS THE NEW GAME,2
: WHAT DID IT FEEL LIKE WHEN HE WHIPPED WITH THE BIG STICK,2
AND WHAT HAPPENED WHEN YOU PLAYED DOCTORS,2
NO AND AFTER HE SQUEEZED IT HARD,2
AND WHAT HAPPENS THEN,1
PINK OKAY AND WAS IT JUST PLAIN PINK OR DID IT HAVE PICTURES ON IT OR,2
OKAY AND WHAT HAPPENED NEXT,1
NO AND WAS THAT THE FIRST TIME THAT THIS HAPPENED,2
AND WHEN YOU GO BACK OUT TO RECESS DOES ANYTHING ELSE HAPPEN,2
NO SO WHEN SHE ASKED IF YOU'RE OKAY YOU DIDN'T SAY ANYTHING TO HER,2
AND ISABELLE A LOT OF TIMES HAS YOUR BOTTOM BEEN SORE EVERY TIME YOU'VE GONE TO THE TUNNELS,3
YOU WERE IN PAIN WHAT KIND OF PAIN WAS IT,2
SO TELL ME MORE ABOUT WHAT HAPPENS WHEN YOU GET OUT OF THE BATH,1
OKAY SO THEN WHAT HAPPENED SO HE TOLD YOU THAT YOU HAD TO GO TO THE CUBICLE ONE AT A TIME,1
OKAY AND WHEN DID YOU TELL YOUR MOTHER,2
NO OKAY AFTER THE FIRST TIME DID YOU TELL ANYONE,2
AND HOW DID YOU AND JOHNNY GET TO THE PARK,2
BUT YOU DID TELL MUM,2
THE BAD THING HAPPENED TELL ME ABOUT THE BAD THING,1
AND THAT'S WHERE YOU PLAY THE YUCKY GAME SO MR MATTHEWS AND YOU CLEAN UP THE PAINTS AND THEN HE FOLLOWS YOU INTO THE CUPBOARD AND THAT'S WHERE THE YUCKY GAME HAPPENS IS THAT RIGHT,2
CAN YOU REMEMBER IF IT WAS IF HIS HAIR WAS LONG OR SHORT,2
AND DO YOU KNOW IF UNCLE GEORGE IS SOMETIMES CALLED A DIFFERENT NAME,2
A BEARD OKAY AND WHAT COLOUR WAS HIS BEARD,2
AND WHERE DID HE HIT YOU WITH THE BIG STICK,2
HM-HM AND YOU WENT OUT OF THE TOILET AND WHAT HAPPENED AFTER THAT,1
OKAY WHAT SORT OF THINGS DO YOU LIKE TO DO WITH YOUR COUSIN,2
OKAY DID YOU SAY ANYTHING TO THE LADY,2
SO WHY DON'T YOU LIKE GOING TO THE PARK ANYMORE,3
: AND WHERE DID YOU MEET THE BAD MAN,1
OKAY WHAT WOULD YOU LIKE TO TALK TO ME ABOUT YOUR DAD TODAY,2
: OKAY WHAT ELSE HAPPENED,1
NO THAT'S OKAY THAT'S OKAY AND I'M JUST WONDERING BEFORE THIS HAPPENED CAN YOU JUST TELL ME A LITTLE BIT ABOUT BEFORE YOU WENT TO BED,2
HM-HM AND THEN WHAT HAPPENED,1
DID YOU FEEL SCARED,3
OKAY DO YOU REMEMBER WAS THE TOILET DOOR OPEN OR WAS IT CLOSED,2
HM-HM OKAY AND WAS IT AFTER THAT THAT YOU GUYS DECIDED TO COME AND TALK TO SOMEBODY ELSE ABOUT WHAT HAPPENS,2
: WHERE DID YOU SEE THIS BAD MAN,2
AND WHAT DOES STEPHEN WEAR WHEN YOU PLAY THE TICKLING GAME,2
HM-HM WHAT HAPPENED TO THE LADY AFTER SHE SPOKE TO YOU,2
NO OKAY AND HOW ARE YOU FEELING AT THE MOMENT,2
YOUR PRIVATE OKAY AND DID HE DO ANYTHING ELSE APART FROM TOUCH YOU,2
AND ANYTHING ELSE,1
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
OKAY AND SO DID YOU GO AND HIDE,2
ALL RIGHT YOU TOLD ME BEFORE THAT YOU STARTED CRYING TELL ME MORE ABOUT WHAT MADE YOU START CRYING,1
HM-HM ON YOUR PRIVATE OKAY AND THEN WHAT HAPPENED,1
DO YOU THINK WHAT JACK IS DOING IS RIGHT OR WRONG,2
AND THEN WHAT HAPPENED AFTER THAT,1
AND WHAT HAPPENED THEN,1
OKAY HAVE YOU SEEN THIS MAN BEFORE,2
OKAY NOW I WANT YOU TO TELL ME EVERYTHING ABOUT THE BAD MAN,1
WHAT HAPPENED WHEN THERE WAS A HAND ON YOUR PRIVATE,1
OKAY AND WHAT DID THE LADY DO,2
ALL THE TIME OKAY AND WHEN YOU SAID THAT HE TICKLES YOUR MINI CAN YOU TELL ME ARE YOU WEARING CLOTHES WHEN YOU HAVE A BATH OR ARE YOU NOT WEARING CLOTHES,2
: OKAY THESE MARKS ON YOUR BACK TELL ME WHAT HAPPENS WHEN YOU GET THE MARKS ON YOUR BACK,2
OKAY AND WHERE WERE YOU WHEN DAD RAN AWAY,2
SO HE FOLLOWS YOU INTO THE CUPBOARD AND THEN HE PULLS HIS PANTS DOWN AND SHOWS YOU HIS WILLY IS THAT HAVE I GOT THAT RIGHT,2
NO OKAY SO DID YOU NOTICE ANY MARKING OR ANY TATTOOS OR ANYTHING ON HIM AT ALL,2
AND WHAT SORT OF DARES DO YOU HAVE TO DO IN THE GAME,2
YEAH WHAT WAS YOU WEARING,2
OKAY AND THEN WHAT HAPPENED,1
HM-HM THANK YOU FOR TELLING ME ABOUT THAT AND EVEN THOUGH HE TOLD YOU NOT TO TELL ANYONE ABOUT THAT IT'S REALLY IMPORTANT I KNOW EVERYTHING THAT HAPPENED SO THANK YOU FOR THAT AND SO AFTER MUMMY PICKED YOU UP DID YOU TELL MUMMY ABOUT IT,2
OKAY CAN YOU TELL ME WHY YOU ARE HERE WHY YOU HAVE COME TO SEE ME,2
OKAY WHEN HE SAYS THAT YOU'RE OKAY THEN YOU CAN GO,2
: WHAT HAD YOU BEEN DOING ON THAT DAY,2
OKAY SO WHEN WAS IT THAT YOU TOLD MUM ABOUT WHAT HAD HAPPENED,2
NO OKAY WHAT ABOUT ANY PIERCINGS LIKE DID HE HAVE ANY EARRINGS OR JEWELLERY OR ANYTHING LIKE THAT DO YOU REMEMBER THAT,2
OKAY WHICH ROOM OF THE HOUSE IS THE CHAIR IN,2
OKAY AND WHAT HAPPENED AFTER THAT AFTER HE SAID THAT,1
YEAH OKAY SO WHAT HAPPENED ONCE YOU WERE IN YOUR ROOM,2
HM AND THEN WHAT HAPPENED,1
AND WHEN YOU GO INTO THE CUPBOARD WHO ELSE IS THERE IS THERE ANYONE ELSE THERE,2
THE PATIENT SO WHAT DOES THE PATIENT HAVE TO DO FOR THE DOCTOR,2
SO TELL ME ALL ABOUT THE PART WHERE YOU MET THE BAD MAN,1
HM-HM SO YOU MENTIONED WHEN YOU WERE IN THE TOILET AND THE BAD MAN SAID HE HAD TO HELP YOU AND HE HAD TO WIPE YOUR WEE WITH HIS FINGERS DID HE HAVE ANY TOILET ROLL WITH HIM,2
THAT'S WHEN YOU GO INSIDE FOR A SNACK OKAY WHAT DOES JACK SAY TO YOU WHEN THAT HAPPENS,2
OKAY AND WHAT THEN,1
HE HAD TO HELP YOU WIPE OKAY SO DID YOU GO TO THE TOILET IN FRONT OF THIS MAN AT ALL,2
YEAH IS THAT LIKE WITH YOUR HANDS OR WITH SOMETHING ELSE,2
: OKAY CAN YOU TELL ME MORE ABOUT WHAT HAPPENED WHEN YOU WERE IN THE TOILET WITH THE BAD MAN,2
YOU WERE JUST WAITING DID YOU HEAR ANYTHING DID YOU SEE ANYTHING,2
: YEAH TELL ME EVERYTHING THAT HAPPENED TO MAKE YOU NOT LIKE GOING IN THE TUNNEL AT THE PARK,3
NO SO WHAT HAPPENED AFTER HE RAN AWAY TELL ME WHAT HAPPENED NEXT,1
: AND DID YOU TELL MUM,2
YOU DON'T KNOW WHERE WERE YOU STAYING THAT NIGHT WHEN THAT HAPPENED,2
