Question,labels
YEAH AND SO WHAT HAPPENED AFTER THIS,1
HM-HM,13
HM-HM,13
YOU COULDN'T SLEEP,13
OKAY AND WHEN DID MUMMY PICK YOU UP,4
AND WHAT DID CALLUM DO AFTER THAT DO YOU KNOW,5
NO OKAY JUST GOING BACK JUST BEFORE THAT I JUST WANTED TO CHECK JUST ONE MORE THING WHEN YOU SAY THAT CALLUM PUT THE HARD THING IN PLACES THAT HE SHOULDN'T WHEREABOUTS DID HE PUT THE HARD THING,4
IN YOUR PRIVATES OKAY AND WHEREABOUTS DID IT REALLY HURT YOU,4
HM-HM THANK YOU FOR TELLING ME ABOUT THAT AND EVEN THOUGH HE TOLD YOU NOT TO TELL ANYONE ABOUT THAT IT'S REALLY IMPORTANT I KNOW EVERYTHING THAT HAPPENED SO THANK YOU FOR THAT AND SO AFTER MUMMY PICKED YOU UP DID YOU TELL MUMMY ABOUT IT,5
YEAH OKAY GOOD AND DID CALLUM COME WITH YOU OR DID HE STAY AT HOME,9
OKAY THANK YOU,13
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
ABOUT YOUR STEPDAD OKAY SO TELL ME ABOUT YOUR STEPDAD,3
OKAY SO TELL ME EVERYTHING ABOUT STEPHEN,3
OKAY SO WHEN YOU SAY US TELL ME WHO US ARE,4
JUST YOU AND MUM OKAY ALL RIGHT SO WHAT IT IS YOU WOULD LIKE TO TELL ME ABOUT STEPHEN,4
OKAY SO TELL ME EVERYTHING ABOUT THESE GAMES THAT HE PLAYS IN THE BATH,2
OKAY SO TELL ME EVERYTHING ABOUT THE TICKLING GAME,2
OKAY,13
OKAY SO DESCRIBE TO ME HOW HE PRETENDS TO BE MR TICKLES,4
HE JUST SITS NEXT TO THE BATH,13
OKAY SO TELL ME ABOUT THIS GAME THE MR TICKLES GAME,3
OKAY SO TELL ME EVERYTHING HE DOES WHEN HE PRETENDS TO BE MR TICKLES STARTING FROM WHEN HE STARTS AT YOUR TOES,2
OKAY DESCRIBE TO ME WHAT YOU MEAN BY TICKLES,4
OKAY AND WHAT DOES HE DO WITH HIS FINGERS,4
OKAY SO YOU SAID HE STARTS AT YOUR TOES AND WORKS UP YOUR LEGS,13
TELL ME MORE ABOUT WHAT HE DOES WHEN HE'S TICKLING YOU,1
OKAY OKAY SO WHAT IS YOUR MINI,4
OKAY AND SO TELL ME EVERYTHING ABOUT WHEN HE TICKLES YOU ON YOUR MINI,2
OKAY SO YOU SAY HE TICKLES YOU USING HIS FINGERS DESCRIBE TO ME EXACTLY WHAT HE DOES WITH HIS FINGERS,4
OKAY SO TELL ME MORE ABOUT WHEN HE'S TICKLING YOUR MINI DESCRIBE TO ME EXACTLY WHAT HE'S DOING,4
OKAY OKAY SO WHO ELSE IS PRESENT WHEN THIS HAPPENS,4
NO ONE ELSE OKAY WHEN DID YOUR STEPHEN LAST TICKLE YOU,4
OKAY SO WHEN DID YOU LAST HAVE A BATH,4
OKAY HOW OFTEN DOES STEPHEN PLAY THIS TICKLING GAME WITH YOU,4
NO AND WHAT DOES STEPHEN SAY TO YOU ABOUT THIS TICKLING GAME,4
OKAY AND SO YOU SAID YOU LIKE THE OTHER GAMES BUT YOU DON'T LIKE THE TICKLING GAME,13
WHAT OTHER GAMES DO YOU PLAY,4
YOU PLAY WHAT SORRY,13
OH MERMAIDS OKAY AND YOU LIKE MERMAIDS THAT'S OKAY,13
YOU JUST DON'T LIKE THE MR TICKLE GAME,5
OKAY HAVE YOU WHO HAVE YOU TOLD ABOUT WHAT HAPPENS WITH THE TICKLING GAME,4
OKAY AND WHAT DID YOU TELL TAMMY,4
OKAY SO WHAT DO YOU TELL DO YOU TELL STEPHEN ABOUT THE TICKLING GAME,5
STEPHEN'S OKAY AND WHEN YOU SAY HE TICKLES YOUR MINI WITH HIS FINGERS YOU SAY THAT ON TOP OF YOUR MINI YOU SAID JUST TELL ME A LITTLE BIT MORE ABOUT THAT,2
OKAY ON TOP OF IT NEAR YOUR LEGS AND HOW LONG DOES HE DO THIS FOR,4
A LONG TIME,13
HM-HM WHAT IS HE SAYING OR DOING WHILE HE'S DOING THIS,4
NOTHING OKAY IS THERE ANYTHING ELSE THAT HE DOES IN BATH TIME,5
NO OKAY SO IT'S JUST THE MR TICKLE GAME THAT YOU DON'T LIKE,5
YEAH OKAY IS THERE ANYTHING ELSE YOU CAN TELL ME ABOUT THIS MR TICKLE GAME BECAUSE OBVIOUSLY I DON'T KNOW A LOT ABOUT IT,5
NO OKAY AND THIS MR TICKLE GAME JUST HAPPENS DURING BATH TIME DOES IT,8
YEAH OKAY HOW DO YOU FEEL ABOUT THE MR TICKLE GAME,4
OKAY HOW DOES IT MAKE YOU FEEL,4
YUCKY OKAY AND SO TELL ME JUST A LITTLE BIT MORE ABOUT STEPHEN SO YOU SAY HE'S YOUR HE LIVES WITH YOU AND YOUR MUM,3
YEAH JUST TELL ME A LITTLE BIT MORE ABOUT HIM,3
OKAY HOW LONG HAS HE LIVED WITH YOU,4
AND IS THERE ANYBODY ELSE AT YOUR HOUSE OR IS IT JUST YOU YOUR MUM AND STEPHEN,5
JUST YOU THREE OKAY NOW WHEN YOU DESCRIBED YOUR MINI TO ME YOU SAID IT WAS YOUR PRIVATE PARTS IS THAT RIGHT,5
YEAH AND CAN YOU TELL ME WHAT YOU MEAN BY PRIVATE PARTS JUST DESCRIBE TO ME WHERE THAT IS,5
TELL ME WHAT YOU HAVE COME HERE TO TALK TO ME ABOUT TODAY,0
TELL ME EVERYTHING YOU REMEMBER ABOUT HIM BECAUSE IT IS THE FIRST TIME WE GUYS ARE MEETING AND TALKING SO I WANT TO KNOW EVERYTHING THAT HAPPENED WITH HIM,2
YEAH,13
AND WHAT HAPPENED THEN,1
HM,13
WHAT HAPPENED AFTER THAT,1
HM,13
TELL ME EVERYTHING ABOUT THE PART WHERE HE WOKE YOU UP,2
HM,13
AND WHAT HAPPENED AFTER THAT,1
SORRY REMEMBER MILLIE I WASN'T THERE SO I WANT TO KNOW EVERYTHING ABOUT THAT LIKE WHAT HAPPENED SO JUST TELL ME EVERYTHING FROM THE BEGINNING,0
HM AND WHAT HAPPENED AFTER THAT,1
HM,13
TELL ME MORE ABOUT THAT,2
HM,13
HM EARLIER YOU SAID THAT HE WAS JUMPING ON THE MATTRESS TELL ME MORE ABOUT THAT PART,2
HM SO WHAT HAPPENED THEN,1
HM,13
HM,13
THEN WHAT HAPPENED,1
HM,13
TELL ME EVERYTHING YOU REMEMBER ABOUT THE DIRTY SPOT,3
HM,13
AND WHAT HAPPENED AFTER THAT,1
HM,13
HM AND TELL ME MORE ABOUT THE PART WHERE HE WOKE YOU UP,2
THAT'S OKAY SO WHAT HAPPENED WHEN YOU SEE HIS DIRTY SPOT,2
HM,13
AND WHAT ELSE HAPPENED ON THAT DAY,1
THAT'S OKAY SO WHAT HAPPENED WHEN HE WAS JUMPING ON THE MATTRESS AND WHAT WAS YOU DOING AT THAT TIME,4
YOU WERE SLEEPING AND WHAT HAPPENED AFTER THAT,1
HM,13
HM WHAT HAPPENED THEN,1
EARLIER YOU SAID HE SHOWED YOU HIS DOODLE SO I WANT TO KNOW EVERYTHING ABOUT THAT PART REMEMBER I WASN'T THERE SO TELL ME EVERYTHING WHAT HAPPENED WHEN HE SHOWED YOU HIS DOODLE,2
SO OKAY SO FIRSTLY TELL ME THAT WHAT HAPPENED WHEN YOU WENT TO HIS HOUSE FROM THE VERY BEGINNING TO THE END,0
SO I WASN'T THERE WHEN YOU PLAYED MONOPOLY I WANT TO KNOW EVERYTHING THAT HAPPENED WHEN YOU WERE PLAYING MONOPOLY,13
AND WHAT WAS THE OTHER PERSON DOING WHEN YOU WERE DOING THAT,4
HM AND TELL ME ABOUT THE PART WHERE HE GAVE YOU ICE CREAM,2
AND WHAT HAPPENED AFTER THAT,1
AND WHAT HAPPENED AFTER YOU BLOW THE MATTRESS,1
AND THEN WHAT HAPPENED,1
HM,13
HM WHAT HAPPENED WHEN HE WAS WAKING YOU UP,4
SO YOU SAID THAT HE DID THE NAUGHTY THING TELL ME EVERYTHING YOU REMEMBER ABOUT THAT NAUGHTY THING THAT HE DID TO YOU,2
HM,13
HM,13
HM WHAT ELSE CAN YOU TELL ME ABOUT THIS,1
AND WHAT HAPPENED THEN,1
HM,13
AND WHAT HAPPENED NEXT,1
HM,13
AND THEN WHAT HAPPENED,1
HM,13
SO DID YOU TELL EVERYONE AND ANYONE ABOUT WHAT HAPPENED THAT DAY,4
SORRY CAN YOU SAY IT AGAIN,13
HM OKAY SO TELL ME MORE ABOUT THE PART WHEN YOU SEE HIS DIRTY SPOT,7
HM,13
HM,13
HM AND THEN WHAT HAPPENED,1
HM,13
AND WHAT ELSE HAPPENED LIKE WHEN YOUR MUM COME,8
OKAY SO TELL ME WHAT HAPPENED WHEN HE TOLD YOU TO GO TO SLEEP,3
AND THEN WHAT HAPPENED,1
HM AND THEN,1
CHARLOTTE TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY,0
HM-HM SO TELL ME ABOUT WHAT HAPPENED WITH YOUR STEPDAD,3
HM-HM,13
IN THE BATH YEAH SO TELL ME EVERYTHING ABOUT WHAT HAPPENED WHEN YOU WERE PLAYING A GAME IN THE BATH START FROM THE BEGINNING,2
HM-HM,13
YEAH HM-HM SO TELL ME EVERYTHING ABOUT THE BATH WHEN YOU HAD THE BATH,3
HM-HM,13
HM-HM WHAT HAPPENED THEN,1
HM-HM,13
HM-HM,13
HM-HM AND THEN WHAT HAPPENED,1
HM-HM,13
HM-HM A NEW GAME,13
HM-HM AND WHAT HAPPENED THEN,1
HM-HM,13
MR TICKLES HM-HM,13
OKAY AND WHAT ELSE HAPPENED,1
HM-HM,13
AND WHAT HAPPENED THEN,1
HM-HM ON YOUR PRIVATES,13
HM WHAT HAPPENED THEN,1
HM-HM,13
YEAH,13
HM-HM AND WHAT HAPPENED THEN,1
HM-HM,13
HM-HM OKAY TELL ME MORE ABOUT THE PART WHERE HE PLAYED MR TICKLES,2
HM-HM,13
OKAY TELL ME MORE ABOUT THE PART WHERE HE TICKLED YOUR PRIVATES,2
HM-HM,13
ON TOP,13
CAN YOU TELL ME A BIT MORE ABOUT THAT,5
TELL ME A BIT MORE ABOUT THE BIT WHERE HE WAS ON TOP,2
OKAY SO WHAT HAPPENED WHEN HE TICKLED ON TOP OF YOUR PRIVATES,4
HM-HM,13
OKAY AND THEN WHAT HAPPENED,1
HM-HM,13
OKAY OUR SECRET,13
HM-HM AND WHAT HAPPENED WHEN HE SAID THAT,4
OKAY SO TELL ME A LITTLE BIT MORE ABOUT THE PART WHERE HE WAS TICKLING ON THE OUTSIDE OF YOUR PRIVATES WHAT ELSE DO YOU USE YOUR PRIVATES FOR,4
OKAY OKAY SO HE WAS TOUCHING ON THE OUTSIDE,5
HM-HM,1
HM-HM AND THEN WHAT HAPPENED,1
HM-HM,13
OKAY HAS THIS GAME WITH MR TICKLES HAS THIS HAPPENED ONE TIME OR MORE THAN ONE TIME,6
OKAY IS THERE ANYTHING ELSE THAT YOU WANT TO TELL ME ABOUT THE GAME THE MR TICKLES GAME,5
OKAY SO THANK YOU FOR TELLING ME ALL ABOUT THAT CHARLOTTE AND WE MIGHT STOP THERE,13
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
ALL RIGHT AND WHAT'S YOUR COUSIN'S NAME,4
CALLUM SO WHAT DID YOU WANT TO TELL ME ABOUT CALLUM,4
OH AND HOW DID THAT MAKE YOU FEEL,4
NO WHAT DID HE SAY,4
OH WHAT DID YOU THINK AT THE TIME WHEN HE SAID THAT,4
THAT HE WAS BEING MEAN DO YOU UNDERSTAND WHAT HE SAID TO YOU,5
YES CAN YOU TELL ME IN YOUR OWN WORDS WHAT HE SAID,5
OH THAT'S NOT VERY NICE IS IT,5
NO CAN YOU TELL ME HOW THAT MADE YOU FEEL,5
NOT VERY NICE THAT'S OKAY SO CAN YOU TELL ME MORE ABOUT WHAT HAPPENED WHEN YOU GOT HOME FROM SCHOOL,5
YEAH WHAT WOULD YOU LIKE TO TELL ME,4
OH WHAT DID THE STICK LOOK LIKE,4
AND WHERE DID HE HIT YOU WITH THE BIG STICK,4
ON YOUR BACK HOW DID IT MAKE YOU FEEL WHEN HE HIT YOU,4
IT REALLY HURT THAT'S NOT GOOD SO WHAT DID YOU DO AFTER HE HIT YOU WHAT DID YOU DO,4
ONCE YOU WERE IN THE ROOM DID YOU TELL ANYONE WHAT HAPPENED,5
NO DID YOU TELL CALLUM HOW IT MADE YOU FEEL,5
HOW OLD IS CALLUM,4
YOU DON'T KNOW IS HE BIGGER THAN YOU,5
YEAH OKAY SO WHAT HAPPENED ONCE YOU WERE IN YOUR ROOM,4
OH WHAT DID YOU DO WHILE YOU WERE IN YOUR ROOM,4
OH WAS YOUR BACK SORE,8
DID YOU FEEL SCARED,8
CAN YOU TELL ME MORE ABOUT WHAT YOU WERE FEELING AFTERWARDS,5
YEAH WHAT WERE YOU FEELING,4
YOU WERE IN PAIN WHAT KIND OF PAIN WAS IT,4
YOUR BACK WAS SORE THAT'S NOT GOOD SO ONCE YOU WERE IN YOUR ROOM WHAT TIME WAS BEDTIME,4
OKAY SO WHAT TIME DID YOU GO TO YOUR ROOM,4
AFTER DINNER WHAT TIME WAS DINNER,4
DON'T KNOW WHAT DID YOU HAVE FOR DINNER,4
WAS IT NICE,5
YEAH WHO WAS THERE AT DINNER WITH YOU,4
JUST CALLUM WERE THERE ANY ADULTS IN THE HOME,5
HAS CALLUM HIT YOU BEFORE,5
YEAH HOW LONG AGO,4
YOU DON'T KNOW SO CALLUM HIT YOU BEFORE DID HE DO IT WHILE THERE WAS ANYONE ELSE HOME,5
NO OKAY IS IT OFTEN JUST YOU AND CALLUM AT HOME,5
SOMETIMES OKAY DO YOU HAVE PEOPLE THAT YOU CAN TALK TO ABOUT THESE THINGS,5
YEAH WHO WOULD THEY BE,4
YOUR MUM HAVE YOU TRIED TO TALK TO YOUR MUM,5
NO OKAY IS IT SOMETHING YOU WANT TO DO,5
YEAH HOW DO YOU FEEL ABOUT TALKING TO YOUR MUM ABOUT CALLUM HURTING YOU,5
YOU DON'T KNOW THAT'S OKAY SO CALLUM HURT YOU BEFORE AND THIS TIME IT WAS JUST YOU AND CALLUM AT HOME YOU HAD SPAGHETTI FOR DINNER,13
WHAT HAPPENED TO MAKE HIM HIT YOU WHAT WAS GOING ON,4
THAT'S NOT VERY NICE SO YOU SAID HE HAD SMELLY SHOES,8
DOES CALLUM OFTEN SAY THINGS TO YOU WHICH ARE MEAN,5
YEAH WHAT OTHER THINGS DOES HE SAY TO YOU,4
OH WHEN YOU'RE AT SCHOOL DO YOU FEEL DOES CALLUM GO TO THE SAME SCHOOL AS YOU,5
NO HE DOESN'T WHEN YOU'RE AT SCHOOL DO YOU HAVE SOMEONE THERE YOU CAN TALK TO,5
YEAH AND WHO WOULD THAT BE,4
THE NURSE HOW DOES THE NURSE MAKE YOU FEEL,5
OKAY DO YOU FEEL COMFORTABLE TALKING TO HER ABOUT WHAT CALLUM HAS DONE,5
YEAH THAT'S GOOD DO YOU UNDERSTAND WHAT THE WORD SAFE MEANS,9
DO YOU UNDERSTAND WHAT THE WORD SAFE MEANS,5
NO OKAY WHEN YOU'RE AT HOME WITH CALLUM DO YOU EVER FEEL SCARED,5
WHAT HAPPENS TO YOU WHEN YOU FEEL SCARED,4
YEAH WHEN YOU'RE IN YOUR ROOM DO YOU FEEL BETTER,4
YEAH OKAY SO CALLUM HIT YOU DO YOU KNOW HOW MANY TIMES HE HIT YOU,5
YEAH HOW MANY,4
A LOT OF TIMES WOW SO YOU WENT TO YOUR ROOM STRAIGHT AFTER,8
YEAH DID ANY ADULTS COME HOME BEFORE BEDTIME,5
NO IN THE MORNING WHEN YOU GOT UP WERE THERE ANY ADULTS IN YOUR HOME,5
YEAH WHO WAS THERE,4
OKAY DID YOU WANT TO TELL YOUR MUM THEN,4
NO WAS CALLUM THERE,5
NO DOES HE LIVE WITH YOU,5
NO OKAY HOW OFTEN DOES HE COME ROUND,4
A LOT OF TIMES IS IT ALWAYS AFTER SCHOOL,5
YEAH DOES HE ONLY COME ROUND WHEN YOUR PARENTS ARE NOT HOME,8
NO SO HE COMES ROUND WHEN THEY'RE HOME TOO,5
SO TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY,0
HM WELL TELL ME MORE ABOUT YOUR STEPDAD,3
OKAY SO SOMEONE TOLD ME THAT YOU TALKED TO TAMMY AND THAT YOU SAID STEPHEN PLAYED SOME TICKLING GAMES WITH YOU IN THE BATH DID YOU TELL TAMMY THAT STEPHEN PLAYED SOME TICKLING GAMES WITH YOU IN THE BATH,13
OKAY TELL ME ABOUT THE TICKLING GAME,3
HM OH OKAY SO YOU PLAYED LOTS OF GAMES IN THE BATH TELL ME ABOUT THOSE GAMES,3
WHAT WAS THE LAST ONE,13
SO YOU PLAYED MERMAIDS BARBIES AND THE TICKLING GAME IS THAT RIGHT,5
OKAY TELL ME ABOUT THE MERMAID GAME,3
HM OH OKAY IS THERE ANYTHING ELSE WITH THE MERMAID GAME,5
OKAY ALL RIGHT WHAT ABOUT YOU TELL ME MORE ABOUT PLAYING BARBIES IN THE BATH,2
OH LOVELY TELL ME ABOUT THE HAIR,3
OH LOVELY OKAY ALL RIGHT WELL TELL ME MORE ABOUT THE TICKLING GAME,3
OH OKAY WHEN YOU SAY TICKLING WHAT HAPPENS WHEN HE'S TICKLING WHAT DOES HE DO,4
OKAY SO HE STARTS AT YOUR FEET AND TICKLES UP YOUR LEGS TO YOUR MINI IS THAT WHAT HAPPENS,5
RIGHT I DON'T KNOW WHAT A MINI IS CAN YOU TELL ME WHAT YOU USE YOUR MINI FOR,5
TELL ME WHAT YOU USE YOUR MINI FOR,4
OKAY SO YOU SAID YOU DON'T LIKE WHAT THE TICKLING THAT STEPHEN DOES ON YOUR MINI TELL ME AS MUCH AS YOU CAN REMEMBER ABOUT THAT,2
UP TO YOUR CHIN ALL RIGHT SO TELL ME ABOUT THE BIT WHEN HE TICKLES YOUR MINI HOW LONG DOES HE DO THIS FOR,4
A LONG TIME WHAT DOES IT FEEL LIKE,4
OKAY ALL RIGHT WHEN THIS HAPPENS WHERE'S MUM,4
HM-HM I WANT TO FIND OUT A BIT MORE ABOUT WHERE THIS HAPPENED WHERE DO YOU HAVE YOUR BATH,4
IN THE BIG BATHROOM OKAY SO I KNOW A LITTLE BIT ABOUT YOUR FAMILY BUT CAN YOU TELL ME A BIT MORE ABOUT YOUR FAMILY I KNOW YOU'VE GOT A MUM AND STEPHEN CAN YOU TELL ME MORE ABOUT YOUR FAMILY,5
TELL ME WHO'S IN YOUR FAMILY,4
OH OKAY SO THERE'S MUM AND STEPHEN AND YOU HAVE ONE DOG,13
AND YOU HAVE A REAL DAD BUT HE LIVES SOMEWHERE ELSE,13
IS THAT RIGHT,5
OKAY DO YOU SEE YOUR REAL DAD ANY OTHER TIMES DO YOU STAY WITH HIM,5
OKAY ALL RIGHT SO YOU SAID THIS HAPPENS IN THE BIG BATHROOM AND MUM'S USUALLY AT WORK IS THAT RIGHT,5
HI ISABELLE SO TELL ME WHAT HAVE YOU COME HERE TO TALK TO ME ABOUT TODAY,0
YOU DON'T KNOW WELL YOU STILL LIKE GOING TO THE PARK IS THAT RIGHT,8
WHAT DO YOU LIKE ABOUT THE PARK,4
WHICH IS YOUR FAVOURITE,4
THE SWINGS OKAY AND HOW OFTEN DO YOU GO TO THE PARK,4
A LOT WOW YOU'RE LUCKY SO WHO GOES TO THE PARK WITH YOU,4
YOUR BROTHER WHAT'S YOUR BROTHER'S NAME,4
OKAY HOW OLD IS YOUR BROTHER,4
HE'S SEVEN IS HE OKAY AND YOU'RE SIX AREN'T YOU,8
YES HOW FAR AWAY IS THE PARK FROM YOUR HOUSE,4
IS IT OH YOU'RE LUCKY TO LIVE SO CLOSE SO DO  YOU WALK THERE,5
YOU DO OKAY DO YOU GO THERE ON YOUR OWN AT ALL OR DO YOU ALWAYS GO WITH YOUR BROTHER,6
JUST WITH YOUR BROTHER OKAY SO WHAT HAPPENS WHEN YOU GO WITH YOUR BROTHER WHAT DO YOU GO AND DO THEN,4
HM-HM,13
REALLY OKAY WHAT WAS THE NEW GAME,4
OKAY TELL ME ABOUT THE DOCTORS GAME,3
WHAT TUNNEL IS THAT,4
IT'S PLAY EQUIPMENT IS IT IS IT SOMETHING YOU PLAY ON,5
OH RIGHT OKAY ALL RIGHT SO DO YOU BOTH GO IN THERE,5
OKAY ALL RIGHT SO WHAT HAPPENS WHEN YOU'RE IN THERE PLAYING DOCTORS,4
HM-HM WHAT KIND OF DOCTOR IS HE,4
OH OKAY AND WHAT DO YOU DO,4
THE PATIENT SO WHAT DOES THE PATIENT HAVE TO DO FOR THE DOCTOR,4
OKAY AND WHAT KIND OF STICK IS THAT,4
OKAY OKAY AND HOW DOES THAT MAKE YOU FEEL,4
DOES IT OKAY HAVE YOU TOLD ANYBODY,5
WHO DID YOU TELL,4
DID YOU OKAY SO WITH THE STICK THAT HE STICKS UP YOUR BOTTOM YOU SAID THAT HURT YEAH,5
OKAY HOW MANY TIMES HAS HE DONE THIS TO YOU,4
A LOT WHAT DOES HE SAY WHEN HE'S DOING THAT,4
OKAY OKAY DOES HE DO ANYTHING ELSE WHEN HE'S THE DOCTOR TO YOU,5
NO SO THAT'S HAPPENED A FEW TIMES,5
OKAY HOW DO YOU FEEL ABOUT THAT,4
YOU FEEL OKAY ABOUT THAT,5
OKAY SO WHAT OTHER ACTIONS HAVE HAPPENED IN THERE HAS THERE BEEN ANYTHING ELSE OR IS THAT HOW DOES THE GAME FINISH,4
OKAY WHEN HE SAYS THAT YOU'RE OKAY THEN YOU CAN GO,5
OKAY ALL RIGHT AND IS THERE ANYBODY ELSE THERE AT ALL,5
HI JULIAN CAN YOU TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,5
YEAH SO CAN YOU START FROM THE BEGINNING AND TELL ME EVERYTHING THAT HAPPENED,5
CAN YOU TELL ME WHAT YOU'RE HERE TO TALK TO ME ABOUT,5
OKAY CAN YOU TELL ME WHAT HAPPENED WITH YOUR DAD,5
YEAH I WASN'T THERE WHEN SOMETHING HAPPENED WITH YOUR DAD CAN YOU HAVE A BIG THINK ABOUT IT AND TELL ME EVERYTHING THAT HAPPENED FROM THE START TO THE END,5
AH CAN YOU TELL ME MORE ABOUT DAD GETTING ANGRY,5
YEAH CAN YOU START FROM THE BEGINNING AND TELL ME EVERYTHING THAT HAPPENED WHEN DAD GOT ANGRY,5
HM WHAT HAPPENED THEN,1
HM THEN WHAT HAPPENED,1
WHAT ELSE HAPPENED,1
WHAT HAPPENED THEN,1
HM AND WHAT HAPPENED THEN,1
I WASN'T THERE WHEN IT HAPPENED CAN YOU TELL ME MORE ABOUT HOW DAD PUSHED YOU,8
YEAH CAN YOU HAVE A BIG THINK ABOUT IT AND TELL ME EVERYTHING THAT HAPPENED WHEN DAD PUSHED YOU,2
CAN YOU TELL ME MORE ABOUT THE PART WHERE DAD GRABBED YOU ON THE ARM,5
YEAH,13
HM,13
CAN YOU TELL ME MORE ABOUT WHEN HE GRABBED YOU WHEREABOUTS ON HIS BODY DID HE GRAB ON YOUR BODY DID HE GRAB YOU,5
ON YOUR ARM CAN YOU TELL ME MORE ABOUT HOW HE GRABBED YOU,5
YEAH,13
CAN YOU TELL ME WHAT HAND HE GRABBED YOU WITH,5
YEAH,13
CAN YOU TELL ME MORE ABOUT WHERE ON YOUR ARM HE GRABBED YOU,5
HM-HM,13
DID ANYTHING HAPPEN WHEN HE GRABBED YOU ON TOP OF THE ARM,5
CAN YOU TELL ME ABOUT THAT,5
AND THEN WHAT HAPPENED,1
DID ANYTHING HAPPEN AFTER YOU HIT YOUR HEAD,5
HM-HM CAN YOU TELL ME ABOUT THAT,5
AND THEN WHAT HAPPENED,1
CAN YOU TELL ME HOW YOU FELT WHEN YOU HIT YOUR HEAD AND FELL DOWN,5
HM CAN YOU TELL ME ABOUT THAT,5
CAN YOU TELL ME MORE ABOUT HOW IT HURT,5
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
YOUR UNCLE GARY OKAY TELL ME WHAT HAPPENED WITH UNCLE GARY AND START AT THE BEGINNING,2
OKAY AND WHAT HAPPENED AFTER YOU LOOKED ON THE COMPUTER,4
OKAY TELL ME EVERYTHING ABOUT WHAT YOU SAW ON THE COMPUTER WHAT WAS HAPPENING,2
AND WHAT HAPPENED AFTER YOU WERE WATCHING THE KISSING AND TOUCHING ON THE COMPUTER,1
OKAY HE TOLD HE WOULD TEACH YOU A BIG BOYS GAME,13
OKAY NOW TELL ME ABOUT THE PART WHERE HE PUT HIS HANDS DOWN YOUR PANTS AND TOUCHED YOUR WILLY,2
AND TELL ME WHAT HAPPENED AFTER YOU TOLD HIM THAT YOU DIDN'T LIKE IT AND HE LAUGHED AT YOU,1
OKAY SO YOU SAID THAT HE DID THAT CAN YOU TELL ME WAS THAT WHEN HE WAS YOU WERE WITH HIM WATCHING THE COMPUTER OR WAS IT A DIFFERENT TIME,6
YEAH OKAY AND WAS THAT SOMETHING THAT'S HAPPENED WITH YOUR UNCLE GARY THAT YOU JUST TOLD ME ABOUT WAS THAT SOMETHING THAT HAS HAPPENED ONCE OR MORE THAN ONCE,6
OKAY AND THE TIME YOU'VE JUST TALKED ABOUT WAS THAT THE LAST TIME IT HAPPENED OR ANOTHER TIME,6
OKAY AND YOU SAID BEFORE THAT YOU DIDN'T TELL ANYONE ABOUT IT I HEARD THAT YOU TOLD YOUR MUM ABOUT IT DID YOU TELL YOUR MUM ABOUT IT,10
OKAY AND DID YOU TELL YOUR MUM ABOUT THIS ONE THAT YOU'VE TOLD ME ABOUT OR DID YOU TELL HER ABOUT ANOTHER TIME,6
WHAT DID YOU TELL YOUR MUM ABOUT,4
JUST TELL ME EVERYTHING ABOUT THAT TIME WHEN THAT HAPPENED TO YOU,2
AND SO TELL ME WHAT HAPPENED BEFORE HE PUT YOU ON HIS KNEE,1
OKAY SO HE ASKED YOU SIT ON HIS KNEE AND THEN WHAT HAPPENED,1
OKAY AND WHAT HAPPENED AFTER HE PUSHED HIS WILLY INTO YOUR BOTTOM,1
AND WHAT HAPPENED WHEN YOU RAN AWAY,2
OKAY CAN YOU TELL ME OR TELL ME MORE ABOUT THE PART WHERE HE PULLED YOUR PANTS DOWN AND PUT HIS WILLY INTO YOUR BOTTOM,2
AND WHAT HAPPENED AFTER YOUR MUM PICKED YOU UP,1
OKAY TELL ME ABOUT WHAT HAPPENED WHEN YOU TOLD YOUR MUM,2
AND THAT'S WHEN YOU TOLD YOUR MUM,5
AND WHAT HAPPENED AFTER YOU TOLD YOUR MUM,1
HM AND BEFORE YOU SAID IT HAPPENED MORE THAN ONCE HOW MANY TIMES DO YOU THINK IT'S HAPPENED WITH UNCLE GEORGE,4
A FEW TIMES,13
AND SINCE YOU TOLD YOUR MUM HAS IT HAPPENED AGAIN,5
NO WHAT ABOUT THE FIRST TELL ME EVERYTHING THAT HAPPENED THE FIRST TIME THAT IT HAPPENED WITH UNCLE GARY,2
JESSICA TELL ME WHAT YOU'VE COME HERE TO TALK TO ME TODAY ABOUT,0
ABOUT THE MAD MAN HM-HM OKAY TELL ME EVERYTHING THAT TELL ME MORE ABOUT THE BAD MAN,3
SMELLY AND GREY HAIR OKAY WHAT HAPPENED WITH THE BAD MAN,4
HM-HM,13
TOUCHED YOU ON YOUR MINI,13
AND WHAT HAPPENED THEN,1
